ID,IV1,IV2,IV3,IV4,Participante
8,Spam,Baja,Pict,QT,184
9,Botellas,Alta,Text,QT,184
25,Botellas,Alta,Text,QL,185
32,Spam,Baja,Text,QL,185
19,VIH,Alta,Pict,QL,185
22,Cancer,Baja,Pict,QL,185
7,VIH,Baja,Pict,QT,186
9,Botellas,Alta,Text,QT,186
16,Spam,Baja,Text,QT,186
2,Cancer,Alta,Pict,QT,186
18,Cancer,Alta,Pict,QL,187
25,Botellas,Alta,Text,QL,187
24,Spam,Baja,Pict,QL,187
31,VIH,Baja,Text,QL,187
13,Botellas,Baja,Text,QT,188
6,Cancer,Baja,Pict,QT,188
4,Spam,Alta,Pict,QT,188
11,VIH,Alta,Text,QT,188
22,Cancer,Baja,Pict,QL,189
27,VIH,Alta,Text,QL,189
29,Botellas,Baja,Text,QL,189
20,Spam,Alta,Pict,QL,189
12,Spam,Alta,Text,QT,190
6,Cancer,Baja,Pict,QT,190
15,VIH,Baja,Text,QT,190
1,Botellas,Alta,Pict,QT,190
