ID,IV1,IV2,IV3,IV4,Participante
30,Cancer,Baja,Text,QL,184
21,Botellas,Baja,Pict,QL,184
4,Spam,Alta,Pict,QT,185
10,Cancer,Alta,Text,QT,185
15,VIH,Baja,Text,QT,185
5,Botellas,Baja,Pict,QT,185
27,VIH,Alta,Text,QL,186
20,Spam,Alta,Pict,QL,186
21,Botellas,Baja,Pict,QL,186
30,Cancer,Baja,Text,QL,186
12,Spam,Alta,Text,QT,187
3,VIH,Alta,Pict,QT,187
5,Botellas,Baja,Pict,QT,187
14,Cancer,Baja,Text,QT,187
32,Spam,Baja,Text,QL,188
23,VIH,Baja,Pict,QL,188
26,Cancer,Alta,Text,QL,188
17,Botellas,Alta,Pict,QL,188
1,Botellas,Alta,Pict,QT,189
10,Cancer,Alta,Text,QT,189
7,VIH,Baja,Pict,QT,189
16,Spam,Baja,Text,QT,189
26,Cancer,Alta,Text,QL,190
29,Botellas,Baja,Text,QL,190
24,Spam,Baja,Pict,QL,190
19,VIH,Alta,Pict,QL,190
